InputStoryid	rightanswer	wronganswer
7cbb5d99-bddf-4513-b7d7-bd8cf556bf94	month	never
7cbb5d99-bddf-4513-b7d7-bd8cf556bf94	month	got
7cbb5d99-bddf-4513-b7d7-bd8cf556bf94	month	supplies
7cbb5d99-bddf-4513-b7d7-bd8cf556bf94	month	needed
7cbb5d99-bddf-4513-b7d7-bd8cf556bf94	month	build
7cbb5d99-bddf-4513-b7d7-bd8cf556bf94	month	boat
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	allergies	reminded
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	allergies	much
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	allergies	loved
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	allergies	spring
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	allergies	flowers
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	bad	reminded
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	bad	much
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	bad	loved
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	bad	spring
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	bad	flowers
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	go	reminded
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	go	much
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	go	loved
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	go	spring
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	go	flowers
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	back	reminded
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	back	much
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	back	loved
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	back	spring
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	back	flowers
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	home	reminded
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	home	much
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	home	loved
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	home	spring
7cbbc0af-bcce-4f56-871d-963f9bb6a99d	home	flowers
7ccaadda-a483-45a9-9709-2f3957398266	became	turned
7ccaadda-a483-45a9-9709-2f3957398266	became	back
7ccaadda-a483-45a9-9709-2f3957398266	became	check
7ccaadda-a483-45a9-9709-2f3957398266	became	messages
7ccaadda-a483-45a9-9709-2f3957398266	slightly	turned
7ccaadda-a483-45a9-9709-2f3957398266	slightly	back
7ccaadda-a483-45a9-9709-2f3957398266	slightly	check
7ccaadda-a483-45a9-9709-2f3957398266	slightly	messages
7ccaadda-a483-45a9-9709-2f3957398266	flustered	turned
7ccaadda-a483-45a9-9709-2f3957398266	flustered	back
7ccaadda-a483-45a9-9709-2f3957398266	flustered	check
7ccaadda-a483-45a9-9709-2f3957398266	flustered	messages
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	learned	enjoyed
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	learned	interaction
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	learned	received
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	learned	artists
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	lot	enjoyed
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	lot	interaction
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	lot	received
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	lot	artists
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	copyright	enjoyed
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	copyright	interaction
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	copyright	received
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	copyright	artists
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	experience	enjoyed
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	experience	interaction
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	experience	received
7ce36834-7cbd-4dac-ae56-5e9751e6ac41	experience	artists
7cec8407-60d0-45a4-8a9c-3cf4f02eebbd	loves	thoughtless
7cec8407-60d0-45a4-8a9c-3cf4f02eebbd	grandma	thoughtless
7d4fb0db-7e20-4dff-9fca-0558bae396d1	point	attempted
7d4fb0db-7e20-4dff-9fca-0558bae396d1	point	join
7d4fb0db-7e20-4dff-9fca-0558bae396d1	point	swim
7d4fb0db-7e20-4dff-9fca-0558bae396d1	point	team
7d4fb0db-7e20-4dff-9fca-0558bae396d1	able	attempted
7d4fb0db-7e20-4dff-9fca-0558bae396d1	able	join
7d4fb0db-7e20-4dff-9fca-0558bae396d1	able	swim
7d4fb0db-7e20-4dff-9fca-0558bae396d1	able	team
7d4fb0db-7e20-4dff-9fca-0558bae396d1	join	attempted
7d4fb0db-7e20-4dff-9fca-0558bae396d1	join	join
7d4fb0db-7e20-4dff-9fca-0558bae396d1	join	swim
7d4fb0db-7e20-4dff-9fca-0558bae396d1	join	team
7d4fb0db-7e20-4dff-9fca-0558bae396d1	band	attempted
7d4fb0db-7e20-4dff-9fca-0558bae396d1	band	join
7d4fb0db-7e20-4dff-9fca-0558bae396d1	band	swim
7d4fb0db-7e20-4dff-9fca-0558bae396d1	band	team
7d4fb0db-7e20-4dff-9fca-0558bae396d1	class	attempted
7d4fb0db-7e20-4dff-9fca-0558bae396d1	class	join
7d4fb0db-7e20-4dff-9fca-0558bae396d1	class	swim
7d4fb0db-7e20-4dff-9fca-0558bae396d1	class	team
7d56d5f0-f6a2-4298-9779-9f4922f328ae	contest	gomez
7d56d5f0-f6a2-4298-9779-9f4922f328ae	contest	ashamed
7d56d5f0-f6a2-4298-9779-9f4922f328ae	contest	done
7d5bf594-14df-496b-8e54-3c36b31420d9	exchanged	told
7d5bf594-14df-496b-8e54-3c36b31420d9	exchanged	boy
7d5bf594-14df-496b-8e54-3c36b31420d9	exchanged	baseball
7d5bf594-14df-496b-8e54-3c36b31420d9	exchanged	stupid
7d5bf594-14df-496b-8e54-3c36b31420d9	several	told
7d5bf594-14df-496b-8e54-3c36b31420d9	several	boy
7d5bf594-14df-496b-8e54-3c36b31420d9	several	baseball
7d5bf594-14df-496b-8e54-3c36b31420d9	several	stupid
7d5bf594-14df-496b-8e54-3c36b31420d9	coins	told
7d5bf594-14df-496b-8e54-3c36b31420d9	coins	boy
7d5bf594-14df-496b-8e54-3c36b31420d9	coins	baseball
7d5bf594-14df-496b-8e54-3c36b31420d9	coins	stupid
7d5bf594-14df-496b-8e54-3c36b31420d9	baseball	told
7d5bf594-14df-496b-8e54-3c36b31420d9	baseball	boy
7d5bf594-14df-496b-8e54-3c36b31420d9	baseball	baseball
7d5bf594-14df-496b-8e54-3c36b31420d9	baseball	stupid
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	still	danced
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	still	around
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	still	pole
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	still	music
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	terrible	danced
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	terrible	around
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	terrible	pole
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	terrible	music
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	everyone	danced
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	everyone	around
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	everyone	pole
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	everyone	music
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	made	danced
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	made	around
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	made	pole
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	made	music
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	fun	danced
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	fun	around
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	fun	pole
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	fun	music
7d7a05be-2a74-4997-bacb-64a9cff62436	one	sure
7d7a05be-2a74-4997-bacb-64a9cff62436	one	would
7d7a05be-2a74-4997-bacb-64a9cff62436	one	pass
7d7a05be-2a74-4997-bacb-64a9cff62436	one	without
7d7a05be-2a74-4997-bacb-64a9cff62436	one	incident
7d7a05be-2a74-4997-bacb-64a9cff62436	mikes	sure
7d7a05be-2a74-4997-bacb-64a9cff62436	mikes	would
7d7a05be-2a74-4997-bacb-64a9cff62436	mikes	pass
7d7a05be-2a74-4997-bacb-64a9cff62436	mikes	without
7d7a05be-2a74-4997-bacb-64a9cff62436	mikes	incident
7d7a05be-2a74-4997-bacb-64a9cff62436	friends	sure
7d7a05be-2a74-4997-bacb-64a9cff62436	friends	would
7d7a05be-2a74-4997-bacb-64a9cff62436	friends	pass
7d7a05be-2a74-4997-bacb-64a9cff62436	friends	without
7d7a05be-2a74-4997-bacb-64a9cff62436	friends	incident
7d7a05be-2a74-4997-bacb-64a9cff62436	realized	sure
7d7a05be-2a74-4997-bacb-64a9cff62436	realized	would
7d7a05be-2a74-4997-bacb-64a9cff62436	realized	pass
7d7a05be-2a74-4997-bacb-64a9cff62436	realized	without
7d7a05be-2a74-4997-bacb-64a9cff62436	realized	incident
7d7a05be-2a74-4997-bacb-64a9cff62436	license	sure
7d7a05be-2a74-4997-bacb-64a9cff62436	license	would
7d7a05be-2a74-4997-bacb-64a9cff62436	license	pass
7d7a05be-2a74-4997-bacb-64a9cff62436	license	without
7d7a05be-2a74-4997-bacb-64a9cff62436	license	incident
7d7a05be-2a74-4997-bacb-64a9cff62436	wallet	sure
7d7a05be-2a74-4997-bacb-64a9cff62436	wallet	would
7d7a05be-2a74-4997-bacb-64a9cff62436	wallet	pass
7d7a05be-2a74-4997-bacb-64a9cff62436	wallet	without
7d7a05be-2a74-4997-bacb-64a9cff62436	wallet	incident
7dbe03ee-ec32-4162-b19b-b5a578255af4	felt	felt
7dbe03ee-ec32-4162-b19b-b5a578255af4	felt	fear
7dbe03ee-ec32-4162-b19b-b5a578255af4	felt	ever
7dbe03ee-ec32-4162-b19b-b5a578255af4	good	felt
7dbe03ee-ec32-4162-b19b-b5a578255af4	good	fear
7dbe03ee-ec32-4162-b19b-b5a578255af4	good	ever
7dbe03ee-ec32-4162-b19b-b5a578255af4	anxious	felt
7dbe03ee-ec32-4162-b19b-b5a578255af4	anxious	fear
7dbe03ee-ec32-4162-b19b-b5a578255af4	anxious	ever
7dbe03ee-ec32-4162-b19b-b5a578255af4	anymore	felt
7dbe03ee-ec32-4162-b19b-b5a578255af4	anymore	fear
7dbe03ee-ec32-4162-b19b-b5a578255af4	anymore	ever
7e2247e1-c65d-480b-b2e7-c7941930e04c	loved	repulsed
7e2247e1-c65d-480b-b2e7-c7941930e04c	loved	ran
7e2247e1-c65d-480b-b2e7-c7941930e04c	loved	home
7e2247e1-c65d-480b-b2e7-c7941930e04c	ended	repulsed
7e2247e1-c65d-480b-b2e7-c7941930e04c	ended	ran
7e2247e1-c65d-480b-b2e7-c7941930e04c	ended	home
7e2247e1-c65d-480b-b2e7-c7941930e04c	staying	repulsed
7e2247e1-c65d-480b-b2e7-c7941930e04c	staying	ran
7e2247e1-c65d-480b-b2e7-c7941930e04c	staying	home
7e2247e1-c65d-480b-b2e7-c7941930e04c	years	repulsed
7e2247e1-c65d-480b-b2e7-c7941930e04c	years	ran
7e2247e1-c65d-480b-b2e7-c7941930e04c	years	home
7e358d67-c1ae-4530-9c75-db7df467e3b1	larrys	hates
7e358d67-c1ae-4530-9c75-db7df467e3b1	larrys	cooking
7e358d67-c1ae-4530-9c75-db7df467e3b1	larrys	would
7e358d67-c1ae-4530-9c75-db7df467e3b1	larrys	rather
7e358d67-c1ae-4530-9c75-db7df467e3b1	larrys	eat
7e358d67-c1ae-4530-9c75-db7df467e3b1	larrys	fast
7e358d67-c1ae-4530-9c75-db7df467e3b1	larrys	food
7e358d67-c1ae-4530-9c75-db7df467e3b1	favorite	hates
7e358d67-c1ae-4530-9c75-db7df467e3b1	favorite	cooking
7e358d67-c1ae-4530-9c75-db7df467e3b1	favorite	would
7e358d67-c1ae-4530-9c75-db7df467e3b1	favorite	rather
7e358d67-c1ae-4530-9c75-db7df467e3b1	favorite	eat
7e358d67-c1ae-4530-9c75-db7df467e3b1	favorite	fast
7e358d67-c1ae-4530-9c75-db7df467e3b1	favorite	food
7e358d67-c1ae-4530-9c75-db7df467e3b1	dish	hates
7e358d67-c1ae-4530-9c75-db7df467e3b1	dish	cooking
7e358d67-c1ae-4530-9c75-db7df467e3b1	dish	would
7e358d67-c1ae-4530-9c75-db7df467e3b1	dish	rather
7e358d67-c1ae-4530-9c75-db7df467e3b1	dish	eat
7e358d67-c1ae-4530-9c75-db7df467e3b1	dish	fast
7e358d67-c1ae-4530-9c75-db7df467e3b1	dish	food
7e358d67-c1ae-4530-9c75-db7df467e3b1	cook	hates
7e358d67-c1ae-4530-9c75-db7df467e3b1	cook	cooking
7e358d67-c1ae-4530-9c75-db7df467e3b1	cook	would
7e358d67-c1ae-4530-9c75-db7df467e3b1	cook	rather
7e358d67-c1ae-4530-9c75-db7df467e3b1	cook	eat
7e358d67-c1ae-4530-9c75-db7df467e3b1	cook	fast
7e358d67-c1ae-4530-9c75-db7df467e3b1	cook	food
7e358d67-c1ae-4530-9c75-db7df467e3b1	lasagna	hates
7e358d67-c1ae-4530-9c75-db7df467e3b1	lasagna	cooking
7e358d67-c1ae-4530-9c75-db7df467e3b1	lasagna	would
7e358d67-c1ae-4530-9c75-db7df467e3b1	lasagna	rather
7e358d67-c1ae-4530-9c75-db7df467e3b1	lasagna	eat
7e358d67-c1ae-4530-9c75-db7df467e3b1	lasagna	fast
7e358d67-c1ae-4530-9c75-db7df467e3b1	lasagna	food
7e84ad2a-1ad9-4228-8998-03cc10ee6664	popsicles	immediately
7e84ad2a-1ad9-4228-8998-03cc10ee6664	popsicles	took
7e84ad2a-1ad9-4228-8998-03cc10ee6664	popsicles	put
7e84ad2a-1ad9-4228-8998-03cc10ee6664	popsicles	fridge
7e84ad2a-1ad9-4228-8998-03cc10ee6664	froze	immediately
7e84ad2a-1ad9-4228-8998-03cc10ee6664	froze	took
7e84ad2a-1ad9-4228-8998-03cc10ee6664	froze	put
7e84ad2a-1ad9-4228-8998-03cc10ee6664	froze	fridge
7e84ad2a-1ad9-4228-8998-03cc10ee6664	couple	immediately
7e84ad2a-1ad9-4228-8998-03cc10ee6664	couple	took
7e84ad2a-1ad9-4228-8998-03cc10ee6664	couple	put
7e84ad2a-1ad9-4228-8998-03cc10ee6664	couple	fridge
7e84ad2a-1ad9-4228-8998-03cc10ee6664	hours	immediately
7e84ad2a-1ad9-4228-8998-03cc10ee6664	hours	took
7e84ad2a-1ad9-4228-8998-03cc10ee6664	hours	put
7e84ad2a-1ad9-4228-8998-03cc10ee6664	hours	fridge
7e9f46b5-0844-482d-8667-182e3ae081ca	audiences	audience
7e9f46b5-0844-482d-8667-182e3ae081ca	audiences	sobbed
7e9f46b5-0844-482d-8667-182e3ae081ca	audiences	sad
7e9f46b5-0844-482d-8667-182e3ae081ca	audiences	songs
7e9f46b5-0844-482d-8667-182e3ae081ca	audiences	sang
7e9f46b5-0844-482d-8667-182e3ae081ca	laughter	audience
7e9f46b5-0844-482d-8667-182e3ae081ca	laughter	sobbed
7e9f46b5-0844-482d-8667-182e3ae081ca	laughter	sad
7e9f46b5-0844-482d-8667-182e3ae081ca	laughter	songs
7e9f46b5-0844-482d-8667-182e3ae081ca	laughter	sang
7e9f46b5-0844-482d-8667-182e3ae081ca	told	audience
7e9f46b5-0844-482d-8667-182e3ae081ca	told	sobbed
7e9f46b5-0844-482d-8667-182e3ae081ca	told	sad
7e9f46b5-0844-482d-8667-182e3ae081ca	told	songs
7e9f46b5-0844-482d-8667-182e3ae081ca	told	sang
7e9f46b5-0844-482d-8667-182e3ae081ca	pursue	audience
7e9f46b5-0844-482d-8667-182e3ae081ca	pursue	sobbed
7e9f46b5-0844-482d-8667-182e3ae081ca	pursue	sad
7e9f46b5-0844-482d-8667-182e3ae081ca	pursue	songs
7e9f46b5-0844-482d-8667-182e3ae081ca	pursue	sang
7e9f46b5-0844-482d-8667-182e3ae081ca	dream	audience
7e9f46b5-0844-482d-8667-182e3ae081ca	dream	sobbed
7e9f46b5-0844-482d-8667-182e3ae081ca	dream	sad
7e9f46b5-0844-482d-8667-182e3ae081ca	dream	songs
7e9f46b5-0844-482d-8667-182e3ae081ca	dream	sang
7ea05154-6bc0-4713-9928-d100b7833b54	heart	laughed
7ea05154-6bc0-4713-9928-d100b7833b54	heart	hysterically
7ea05154-6bc0-4713-9928-d100b7833b54	heart	fish
7ea05154-6bc0-4713-9928-d100b7833b54	broken	laughed
7ea05154-6bc0-4713-9928-d100b7833b54	broken	hysterically
7ea05154-6bc0-4713-9928-d100b7833b54	broken	fish
7ecd4e12-ac55-4f34-8b49-5bebc55ddd87	five	threw
7ecd4e12-ac55-4f34-8b49-5bebc55ddd87	five	away
7ecd4e12-ac55-4f34-8b49-5bebc55ddd87	five	coke
7ecd4e12-ac55-4f34-8b49-5bebc55ddd87	five	cap
7ecd4e12-ac55-4f34-8b49-5bebc55ddd87	dollars	threw
7ecd4e12-ac55-4f34-8b49-5bebc55ddd87	dollars	away
7ecd4e12-ac55-4f34-8b49-5bebc55ddd87	dollars	coke
7ecd4e12-ac55-4f34-8b49-5bebc55ddd87	dollars	cap
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	johns	johns
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	johns	dog
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	johns	fell
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	johns	asleep
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	dog	johns
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	dog	dog
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	dog	fell
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	dog	asleep
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	scolded	johns
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	scolded	dog
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	scolded	fell
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	scolded	asleep
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	severely	johns
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	severely	dog
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	severely	fell
7ed233c8-a6d3-42ef-9d10-bc4b279f3016	severely	asleep
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	decided	stopped
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	decided	eating
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	decided	full
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	buy	stopped
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	buy	eating
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	buy	full
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	lunch	stopped
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	lunch	eating
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	lunch	full
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	felt	stopped
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	felt	eating
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	felt	full
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	sick	stopped
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	sick	eating
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	sick	full
7f0992fd-0b4b-48f4-8990-a328b9a1a5f7	worked	bobs
7f0992fd-0b4b-48f4-8990-a328b9a1a5f7	worked	business
7f0992fd-0b4b-48f4-8990-a328b9a1a5f7	worked	succeeded
7f0992fd-0b4b-48f4-8990-a328b9a1a5f7	hard	bobs
7f0992fd-0b4b-48f4-8990-a328b9a1a5f7	hard	business
7f0992fd-0b4b-48f4-8990-a328b9a1a5f7	hard	succeeded
7f0992fd-0b4b-48f4-8990-a328b9a1a5f7	reopened	bobs
7f0992fd-0b4b-48f4-8990-a328b9a1a5f7	reopened	business
7f0992fd-0b4b-48f4-8990-a328b9a1a5f7	reopened	succeeded
7f0992fd-0b4b-48f4-8990-a328b9a1a5f7	business	bobs
7f0992fd-0b4b-48f4-8990-a328b9a1a5f7	business	business
7f0992fd-0b4b-48f4-8990-a328b9a1a5f7	business	succeeded
7f20350f-48fa-474e-8801-62714b16c88c	friends	decided
7f20350f-48fa-474e-8801-62714b16c88c	friends	would
7f20350f-48fa-474e-8801-62714b16c88c	friends	eat
7f20350f-48fa-474e-8801-62714b16c88c	friends	sandwich
7f20350f-48fa-474e-8801-62714b16c88c	friends	lunch
7f20350f-48fa-474e-8801-62714b16c88c	noticed	decided
7f20350f-48fa-474e-8801-62714b16c88c	noticed	would
7f20350f-48fa-474e-8801-62714b16c88c	noticed	eat
7f20350f-48fa-474e-8801-62714b16c88c	noticed	sandwich
7f20350f-48fa-474e-8801-62714b16c88c	noticed	lunch
7f20350f-48fa-474e-8801-62714b16c88c	embarrassed	decided
7f20350f-48fa-474e-8801-62714b16c88c	embarrassed	would
7f20350f-48fa-474e-8801-62714b16c88c	embarrassed	eat
7f20350f-48fa-474e-8801-62714b16c88c	embarrassed	sandwich
7f20350f-48fa-474e-8801-62714b16c88c	embarrassed	lunch
7f20350f-48fa-474e-8801-62714b16c88c	decided	decided
7f20350f-48fa-474e-8801-62714b16c88c	decided	would
7f20350f-48fa-474e-8801-62714b16c88c	decided	eat
7f20350f-48fa-474e-8801-62714b16c88c	decided	sandwich
7f20350f-48fa-474e-8801-62714b16c88c	decided	lunch
7f20350f-48fa-474e-8801-62714b16c88c	comfort	decided
7f20350f-48fa-474e-8801-62714b16c88c	comfort	would
7f20350f-48fa-474e-8801-62714b16c88c	comfort	eat
7f20350f-48fa-474e-8801-62714b16c88c	comfort	sandwich
7f20350f-48fa-474e-8801-62714b16c88c	comfort	lunch
7f6a562b-2857-44ca-91f7-6d94012f31ef	excited	upset
7f6a562b-2857-44ca-91f7-6d94012f31ef	excited	grade
7f6a562b-2857-44ca-91f7-6d94012f31ef	excited	received
7ff39b9e-e461-41db-9c36-47c96581714c	raffle	lost
7ff39b9e-e461-41db-9c36-47c96581714c	raffle	raffle
7ff39b9e-e461-41db-9c36-47c96581714c	raffle	dropped
7ff39b9e-e461-41db-9c36-47c96581714c	raffle	school
7ff5e61e-29db-4b1e-a099-e024351069ce	jills	jills
7ff5e61e-29db-4b1e-a099-e024351069ce	jills	mother
7ff5e61e-29db-4b1e-a099-e024351069ce	jills	told
7ff5e61e-29db-4b1e-a099-e024351069ce	jills	worthless
7ff5e61e-29db-4b1e-a099-e024351069ce	mother	jills
7ff5e61e-29db-4b1e-a099-e024351069ce	mother	mother
7ff5e61e-29db-4b1e-a099-e024351069ce	mother	told
7ff5e61e-29db-4b1e-a099-e024351069ce	mother	worthless
7ff5e61e-29db-4b1e-a099-e024351069ce	grateful	jills
7ff5e61e-29db-4b1e-a099-e024351069ce	grateful	mother
7ff5e61e-29db-4b1e-a099-e024351069ce	grateful	told
7ff5e61e-29db-4b1e-a099-e024351069ce	grateful	worthless
7ff5e61e-29db-4b1e-a099-e024351069ce	anyway	jills
7ff5e61e-29db-4b1e-a099-e024351069ce	anyway	mother
7ff5e61e-29db-4b1e-a099-e024351069ce	anyway	told
7ff5e61e-29db-4b1e-a099-e024351069ce	anyway	worthless
8004298f-1c6e-4219-9cb4-663348e70f9e	hurried	gently
8004298f-1c6e-4219-9cb4-663348e70f9e	hurried	stroked
8004298f-1c6e-4219-9cb4-663348e70f9e	hurried	sharks
8004298f-1c6e-4219-9cb4-663348e70f9e	hurried	fin
8004298f-1c6e-4219-9cb4-663348e70f9e	shore	gently
8004298f-1c6e-4219-9cb4-663348e70f9e	shore	stroked
8004298f-1c6e-4219-9cb4-663348e70f9e	shore	sharks
8004298f-1c6e-4219-9cb4-663348e70f9e	shore	fin
800bfc77-cb2f-4cf6-b2d3-97252578c30b	sister	proposed
800bfc77-cb2f-4cf6-b2d3-97252578c30b	sister	sister
800bfc77-cb2f-4cf6-b2d3-97252578c30b	helped	proposed
800bfc77-cb2f-4cf6-b2d3-97252578c30b	helped	sister
800bfc77-cb2f-4cf6-b2d3-97252578c30b	find	proposed
800bfc77-cb2f-4cf6-b2d3-97252578c30b	find	sister
800bfc77-cb2f-4cf6-b2d3-97252578c30b	perfect	proposed
800bfc77-cb2f-4cf6-b2d3-97252578c30b	perfect	sister
800bfc77-cb2f-4cf6-b2d3-97252578c30b	ring	proposed
800bfc77-cb2f-4cf6-b2d3-97252578c30b	ring	sister
801eb90f-f1d8-4145-893b-12cce532ebd7	swore	tanning
801eb90f-f1d8-4145-893b-12cce532ebd7	swore	booth
801eb90f-f1d8-4145-893b-12cce532ebd7	swore	great
801eb90f-f1d8-4145-893b-12cce532ebd7	always	tanning
801eb90f-f1d8-4145-893b-12cce532ebd7	always	booth
801eb90f-f1d8-4145-893b-12cce532ebd7	always	great
801eb90f-f1d8-4145-893b-12cce532ebd7	wear	tanning
801eb90f-f1d8-4145-893b-12cce532ebd7	wear	booth
801eb90f-f1d8-4145-893b-12cce532ebd7	wear	great
801eb90f-f1d8-4145-893b-12cce532ebd7	sunscreen	tanning
801eb90f-f1d8-4145-893b-12cce532ebd7	sunscreen	booth
801eb90f-f1d8-4145-893b-12cce532ebd7	sunscreen	great
801eb90f-f1d8-4145-893b-12cce532ebd7	future	tanning
801eb90f-f1d8-4145-893b-12cce532ebd7	future	booth
801eb90f-f1d8-4145-893b-12cce532ebd7	future	great
808e62f6-d662-4557-a2cf-3d84abe029b4	got	realized
808e62f6-d662-4557-a2cf-3d84abe029b4	got	made
808e62f6-d662-4557-a2cf-3d84abe029b4	got	huge
808e62f6-d662-4557-a2cf-3d84abe029b4	got	mistake
808e62f6-d662-4557-a2cf-3d84abe029b4	braces	realized
808e62f6-d662-4557-a2cf-3d84abe029b4	braces	made
808e62f6-d662-4557-a2cf-3d84abe029b4	braces	huge
808e62f6-d662-4557-a2cf-3d84abe029b4	braces	mistake
80d147a3-6586-4657-a938-98e2b29706b6	friends	friends
80d147a3-6586-4657-a938-98e2b29706b6	friends	went
80d147a3-6586-4657-a938-98e2b29706b6	friends	home
80d147a3-6586-4657-a938-98e2b29706b6	fun	friends
80d147a3-6586-4657-a938-98e2b29706b6	fun	went
80d147a3-6586-4657-a938-98e2b29706b6	fun	home
80d147a3-6586-4657-a938-98e2b29706b6	playing	friends
80d147a3-6586-4657-a938-98e2b29706b6	playing	went
80d147a3-6586-4657-a938-98e2b29706b6	playing	home
80e4f129-45d6-4c48-a9e1-06efbdeb9ee9	told	sleeping
80e4f129-45d6-4c48-a9e1-06efbdeb9ee9	told	well
80e4f129-45d6-4c48-a9e1-06efbdeb9ee9	go	sleeping
80e4f129-45d6-4c48-a9e1-06efbdeb9ee9	go	well
80e4f129-45d6-4c48-a9e1-06efbdeb9ee9	back	sleeping
80e4f129-45d6-4c48-a9e1-06efbdeb9ee9	back	well
80e4f129-45d6-4c48-a9e1-06efbdeb9ee9	bed	sleeping
80e4f129-45d6-4c48-a9e1-06efbdeb9ee9	bed	well
81083e26-55c8-4f23-8abe-a3637c720cc8	cousin	cousin
81083e26-55c8-4f23-8abe-a3637c720cc8	cousin	copies
81083e26-55c8-4f23-8abe-a3637c720cc8	cousin	book
81083e26-55c8-4f23-8abe-a3637c720cc8	mailed	cousin
