storyid,answer,sentence1,sentence1_sentiment,sentence1_sentiment_score,sentence2,sentence2_sentiment,sentence2_sentiment_score
4481a3e4-c70f-4fd0-ab6a-def6bc4324c7,1,The rose was perfect.,Positive,0.94,Joy decided not to grow any more roses.,Neutral,0.31
01ba0600-2b67-4bd1-be61-35edd41d9a50,1,Linda was determined.,Neutral,0.62,Linda gave up easily.,Neutral,0.42
b3a4fd6b-1dc5-48d9-b35a-e5be9cca5526,1,He soon had to find a house to move to.,Neutral,0.39,He was happy people liked his drum playing.,Positive,0.89
22cfbf3f-543e-452a-9628-e1f27351a5ff,2,The dog gave birth to a litter of puppies.,Neutral,0.57,The dog had gravy on his face from the mans dinner.,Neutral,0.73
8b448793-e631-4962-892b-5c57a8015893,2,"She wiped the ice cream off and looked up, sheepishly.",Negative,0.08,"When she was done eating, she went to the restroom to clean up.",Neutral,0.69
3cedcb10-c59b-451d-a457-dd149216d2aa,1,Gina did not like Dave.,Negative,0.01,Gina decided to date Dave.,Neutral,0.55
10914d53-294b-4a85-be3c-ed82aa9be504,2,Aya put the finishing strokes on a picture of a skyscraper.,Neutral,0.54,Aya became famous for her landscape pictures.,Neutral,0.59
024086f4-fb34-4c55-a810-c18bdf9d7a58,2,Tyler was a dog.,Neutral,0.45,Tyler was computer literate.,Positive,0.83
441ea1ed-6f2d-4540-8249-44524486c26d,2,Alex slept on the bus stop bench for the rest of the day.,Positive,0.94,The bus arrived on time and Alex got to work.,Positive,0.97
7247dc6e-3981-4977-b199-b056141d6ea6,1,Tim was unprepared and failed the test.,Negative,0.01,Tim aced the test and passed with flying colors.,Positive,0.94
03286d14-3e9d-4c53-9ec0-ee91dbde46d1,1,I cut down on soda until I didn't drink it anymore.,Negative,0.24,I drank more soda to see whether that would help.,Neutral,0.50
aa775b2b-0abd-44b2-a058-3ba4368831b1,2,Now we watch horror movies together every day.,Positive,0.97,I watched the rest of the movie by myself.,Positive,0.79
6397edb3-5e65-4bd9-92a4-90611f2e0a98,1,Stanley was very upset.,Negative,0.02,Stanley felt grateful.,Positive,0.97
d89d7d27-1ec0-4c13-8ff7-20578cd0ca11,2,Drake was a vegetarian.,Neutral,0.33,It was yummy!,Positive,0.99
6b4b90d1-4a4e-4717-8095-217ba74dab41,1,They were all impressed.,Positive,0.97,They were all ashamed of her actions.,Negative,0.14
0976d6a0-08d4-4d71-8c86-546bb1ef9831,2,Amy made curtains for the rest of the rooms in her house.,Positive,0.96,Amy decided to hire a professional.,Neutral,0.71
71dce210-de09-4554-bd9c-a97ee19948d6,1,She caught them before they burned her piano.,Negative,0.20,She decided not to do anything.,Negative,0.02
9a7453bc-2adb-4a66-8084-832981acea12,2,Lisa blames her mother for choosing such a windy day.,Positive,0.75,Lisa broke her kite when a seagull got tangled in the line.,Neutral,0.26
4c5132f6-9bed-4b7d-9e05-53f1f65a0e57,1,Nell's mom thought it was very nice.,Positive,0.99,Nell's mom smeared more dandelions on it.,Neutral,0.30
fda48989-b699-4081-8e1c-edba35d07ccc,1,He vowed to stop staring.,Neutral,0.72,Larry hated his teacher.,Negative,0.09
25f71285-101f-4981-9285-bad66d89f826,2,I turned around and went back to bed.,Neutral,0.41,I sat down and continued to enjoy the smells from the kitchen.,Positive,0.99
63c66e87-24f8-4893-a668-8f2cd144d099,2,They decided to go swimming.,Neutral,0.27,Barry won the coin toss.,Neutral,0.58
fdd19d24-6feb-42c2-8eff-112a86d56339,1,Joe decided to go on a diet.,Neutral,0.67,Joe ate a whole pizza.,Negative,0.24
5cafef4d-626a-4f2a-9ae2-4c9571f2ef89,2,The lady was very upset that I was bothering her.,Negative,0.04,She asked me to call an ambulance.,Negative,0.20
11d3b8f2-9eea-4a4d-b076-f8d2ae7b28c1,2,Ted was happy when he found the money the tooth fairy left him.,Positive,0.93,Ted was relieved when Santa brought him exactly what he wanted.,Positive,0.95
c6953be3-b8d3-4882-98fb-250390dcb761,1,Kelly jumped for joy.,Neutral,0.58,Kelly was disappointed that school was closed.,Negative,0.04
e69ab46c-cad0-4e78-bd37-39cbf99e95d8,1,John made the track team and won.,Positive,0.96,John dug up the field with his grandfather's tractor.,Positive,0.96
9dd3e223-d527-4be4-a29d-d61b981bc268,1,Jo enjoyed time at home much more after his move.,Positive,0.96,"Jo looked all over his new apartment, but couldn't find any axes.",Neutral,0.43
86eb7bfa-bef9-4b9f-ad5c-5679adbdd654,2,I told her I hated her.,Negative,0.06,I told her I liked her.,Positive,0.90
b73dcd4d-e4ad-498d-ac8f-a31a7e4bc969,1,He had to buy new ones.,Neutral,0.49,He went running.,Positive,0.86
28c21da5-d676-4eeb-88c0-1f751ba4ebc1,2,Cindy laughed when she finished the book.,Positive,0.77,Cindy cried at the end of the story.,Neutral,0.44
00ee3a6e-813a-4057-9800-4b418015916e,2,He lay down on the bed and went to sleep.,Neutral,0.62,After taking out the trash his bed still smelled.,Negative,0.12
e4af71f0-3087-4067-8b16-49f42119169f,2,Ann decided to start dancing.,Positive,0.76,Ann quickly cleaned up the broken glass and threw it away.,Negative,0.12
bd82ec0e-dc8f-464e-8e8a-02bce547ab3d,1,Jane was starting to feel she had witch's curse reversal powers.,Neutral,0.26,"Being splashed, put Jane in a great mood.",Positive,0.96
827f5582-7bec-409f-aecc-a18a9fdbd083,1,Eileen and the girl became friends.,Positive,0.93,Eileen likes to eat meat.,Neutral,0.63
37f647b7-56eb-4a33-af14-0542cb2fa8f2,2,I didn't want any chips after all.,Neutral,0.65,I wanted the pretzels.,Neutral,0.61
9297872d-6bcd-4b98-b200-e1bcab5b0ef5,2,Aya left the room before anybody could speak.,Negative,0.15,They all told her that they enjoyed it very much.,Positive,0.99
b10e6b0d-51ea-4032-954d-6cfe80f9928e,2,Nick decided to quit baseball.,Negative,0.16,Nick ran the bases with a big smile on his face.,Positive,0.95
de246ede-b577-4f9e-ae08-eb08dc710687,2,They remarked how tasty the sausage was.,Positive,0.98,They remarked how tasty the chicken was.,Positive,0.99
217cf721-56cd-4ddd-808d-5b4b64fbddb4,2,Kaylie decided Martin must really love her.,Positive,0.95,Kaylie decided Martin was not faithful.,Negative,0.24
95f24d12-336e-404d-ab16-1f0f3bf4f5f6,1,They both agreed it was a wonderful date.,Positive,0.95,They decided to never visit that restaurant again.,Neutral,0.34
8e9e255b-e57e-44c3-9100-b9c97105f619,2,She ate the candy apple.,Negative,0.15,She then had to purchase another candy apple.,Negative,0.21
7e9f46b5-0844-482d-8667-182e3ae081ca,2,The audience sobbed at the sad songs Ella sang.,Neutral,0.66,The audience's laughter told Ella she should pursue her dream.,Positive,0.90
a2af581f-53c2-4b15-a0d8-100996a640a9,1,Finally the rash disappears completely.,Positive,0.90,The doctor tells Archibald to lose weight.,Neutral,0.27
fadad3a2-fadf-4c61-b835-621f413a59e9,2,Kelly's parents raised her allowance.,Positive,0.80,Kelly was grounded for a week.,Neutral,0.35
79185ad1-119a-4a54-b6bb-181063a110f0,1,Sarah was proud of her children.,Neutral,0.40,Sarah found teaching children very boring.,Negative,0.00
0b96d2ad-d07e-4f4d-b105-373f65197f11,2,Blake took off his boots and continued bare foot.,Neutral,0.58,Blake felt lucky to have such good boots.,Positive,0.99
2f3c4c93-9ef7-430e-86c5-ab09c1a0783b,2,Terry left the house for Alaska.,Positive,0.75,Terry got the baby to calm down.,Positive,0.95
265a5cdc-f130-4093-8e7f-d2b5a2f2d388,2,Christian spent the rest of the day in a great mood.,Positive,0.94,Christian was worried he was going to be late for school.,Neutral,0.61
43e86876-d41c-45d0-b819-4a9a401eb995,2,I told my girlfriend to leave me alone.,Neutral,0.41,I started to feel better.,Neutral,0.39
ad4b3918-48ea-485f-8b59-6dabe1899ecd,2,Kevin call his insurance company about the bill.,Neutral,0.71,"Kevin declared bankruptcy,",Neutral,0.27
20c29421-6a05-4bd6-86c1-9d1ebe4cc692,2,Anna gave the bandana away to a thrift store.,Negative,0.09,Anna regained her confidence by wearing her bandana.,Positive,0.92
e1b06f09-d4f9-4829-b732-5d260ad2618a,2,Lane was happy he got a kitten.,Positive,0.92,Lane promptly adopted the puppy.,Positive,0.88
ed588edb-74bc-4a04-a2bc-d95ffe95a22d,1,All the homeless people were happy to get a treat.,Positive,0.98,Ray was very upset that somebody stole all his candy.,Negative,0.09
8793f18c-1641-4108-b932-72aec1a01891,2,They were ashamed of what they had done.,Negative,0.13,They felt good.,Positive,0.98
88162224-d042-47aa-9d78-b73338920e5b,1,Timothy realized Morgan was probably right about the music.,Neutral,0.70,Timothy said he didn't want to hear anymore Rolling Stones music.,Neutral,0.28
36bd3aa9-a069-4a0d-9800-423fb765abc0,2,I own a car.,Neutral,0.69,"Dad got what he wanted, though.",Positive,0.91
a37ad9e7-ffed-466f-bd1b-bfd0fca5ac5e,1,Everyone was very disappointed.,Negative,0.01,Everyone was very pleased.,Positive,0.98
7688557d-7143-4583-94ec-493578279f06,1,She thanked the lady profusely.,Positive,0.91,Gina threw a temper tantrum that they didn't serve steak.,Negative,0.03
b37c0973-fa39-4a46-8ba9-1266e7dbaf6c,1,"On the way, she reveals the surprise to her delighted children.",Positive,0.97,"After a while, the train leaves the station.",Neutral,0.29
afd8bdca-8963-4b61-a14a-e4cdf7431816,1,Joy had brought a gun and shot both the bullies in the face.,Neutral,0.53,Joy enjoyed spending time with her best friends Lily and Pam.,Positive,0.96
495a5a9d-443f-423b-b2fd-cb336d89e90b,1,I will look for a new job.,Neutral,0.51,I got a raise at my old job.,Neutral,0.70
946793b7-29d6-498b-afe5-d14adcbe5310,2,Gina used her CD player instead.,Negative,0.07,Gina bought a new CD player.,Positive,0.87
6a8b4245-8025-48f0-9c59-0a8181332842,2,The girls were impressed and asked him to do it again.,Positive,0.99,Frank made a fool of himself.,Neutral,0.38
c29d2b03-322a-4e6d-91ab-6b78a353bd86,2,Roy ran away in terror.,Negative,0.14,Roy went home with the tickets.,Positive,0.88
57ff2104-6d46-4077-b8e9-442c161886b3,1,Derrek was finally able to buy the piano.,Positive,0.94,Derrek decided not to buy the piano.,Negative,0.10
5b173f40-685e-4ad1-804d-cb8aadfeab7b,2,Mary never made pudding as a chef.,Positive,0.80,Mary loved sweets.,Positive,0.95
d21c29e7-28e1-4c39-b478-d655407922bd,1,I eventually won.,Neutral,0.63,While they dealt the cards I left for Mexico.,Neutral,0.34
58b5b89c-dc86-4e86-bfe4-a87c75457286,2,Zeke did not want to see his girlfriend.,Neutral,0.43,Later she stopped by and they all had dinner together.,Neutral,0.60
eff8fbd4-c6ea-43c2-89a5-bc038e9a5e4f,2,Roger signed up to compete in the long jump.,Neutral,0.73,Roger loved racing so much that he accepted his wheelchair.,Positive,0.99
fc37fcb1-4655-4629-81f8-298d09b901ec,1,My friends and I had a lot of fun playing and then went home.,Positive,0.98,We could not find a good basketball court.,Negative,0.12
f9527893-d897-4f43-a62c-12a2cf25dc50,1,Andy was not happy!,Negative,0.01,Andy was still asleep.,Negative,0.23
f7e857f4-7db6-4bb8-b06a-dc1254e4e94e,2,Howard is thirteen.,Neutral,0.70,Howard liked socializing.,Positive,0.94
4ad492d2-db05-4f4e-bd76-99541bd7deef,1,Chevy chased him down and beat him up eventually.,Positive,0.75,Chevy bought the chap a spot of tea.,Positive,0.98
656d7561-b7e6-44d4-a13f-8a99a57e348e,1,Bill called the number again and yelled until he was satisfied.,Positive,0.81,Bill woke up the next day with a toothache.,Neutral,0.74
b6198ce9-7873-47d7-a1db-5738a4c326f4,1,The manager fired the stealing employee.,Neutral,0.72,"Stephanie started stealing from work, too.",Negative,0.06
76713187-5ddb-45cb-921d-b4ebb28bbad3,1,Jenna's friends loved shopping.,Positive,0.93,Jenna's friends hated shopping.,Neutral,0.61
d4b42246-b984-4460-9ae6-7249239248e2,2,Doug kept right on driving.,Positive,0.93,Doug decided to try the buffet.,Positive,0.77
a0a81ccd-01a2-4693-a84c-d8baa5c6e20c,1,Rick felt shame for losing so badly.,Neutral,0.28,Rick was proud of doing so well.,Positive,0.98
1edd0ea2-ca82-46bc-a6ee-a25920a63e59,1,Both dogs happily continued to play in the snow.,Positive,0.90,The bigger dog couldn't find the smaller dog.,Negative,0.19
33987647-390f-484b-ad98-b733fa7a5d89,1,Her teacher sentenced her to detention.,Negative,0.24,Her teacher commended her for a job well done.,Positive,0.99
3d81d478-4b46-4eb0-864d-ea5f6f6f17c8,1,Her parents were very upset when they found out.,Neutral,0.35,Gracie shared the wine with her parents.,Positive,0.97
08612a8a-63b3-4ceb-b68a-51e27f703062,2,Noah kept the wallet.,Neutral,0.74,The customer thanked Noah.,Neutral,0.41
5cbf2401-6ed7-47a4-8384-d76657853e6d,2,Stuart and his friends did not go hunting.,Neutral,0.40,"After the trip, Stuart felt much better.",Negative,0.11
e8da422f-3aa1-4693-ae69-9f72d009db61,2,"Instead of running, Jeff went to the movies.",Neutral,0.57,Jeff beat his old record and was happy.,Positive,0.95
f6076fdb-59e3-49a8-b8f9-969e03e9e48f,1,We went home and decided that was a favorite movie of ours'.,Positive,0.97,We went home disappointed in the movie.,Negative,0.01
4835c7bd-1e52-4347-b409-cf29aa542353,2,Evan decided to quit high school.,Negative,0.21,Evan decided he liked high school.,Positive,0.89
5b616244-e90d-465e-961f-82a5ed99d2cd,1,I won the bet.,Neutral,0.71,Then we laughed hysterically at the joke.,Neutral,0.44
1161517a-7732-4f33-b709-cacb876c4750,2,She walked home and mopped the whole say.,Positive,0.87,She realized she loved board games.,Positive,0.91
4ec8d1d1-be01-4280-b23f-f80de83b2809,1,Abigail was relieved to get her kitty out of the tree.,Neutral,0.66,Abigail was disappointed to get her kitty out of the tree.,Negative,0.04
bc691aa4-cc56-49a0-a0dd-7e3482001d8f,1,Tim's skills improved over time.,Positive,0.97,Tim quit the class.,Neutral,0.35
90490b96-02d8-44ed-abe0-83cc137e3284,1,Ophelia feels proud of herself.,Positive,0.76,Ophelia closes both accounts.,Neutral,0.62
3f1baa04-395f-41c3-91c1-1356b0b69d5d,1,Amanda had to get a new phone.,Neutral,0.25,Amanda was glad that her phone was not damaged.,Neutral,0.74
2256154c-cedf-430d-ac8f-bb4379c3b3ad,1,Ed was scared.,Negative,0.11,Ed was happy.,Positive,0.95
363abddd-f02b-40bc-89ec-6c2bee056f90,1,Ted smiled when he saw it was Joe.,Positive,0.96,Ted was happy to see his buddy Bob.,Positive,0.96
77397f03-8e54-4bc2-9e7e-f5836d773971,1,She decided it would be wrong to drink it.,Negative,0.12,Gina decided she hated vegetables.,Negative,0.07
4e1602c8-7c9f-4c74-af44-86e7c4353dd8,2,Margaret wasn't happy the bear survived.,Negative,0.24,Margaret cherished the repaired bear.,Positive,0.97
01c6979c-a4cb-4663-86a4-dee74e048e99,2,I felt very proud of myself.,Neutral,0.70,I felt like a true coward.,Neutral,0.42
f7368292-be39-4ca6-acb0-176bb832d144,2,She yells at me to leave her alone.,Neutral,0.33,We manage.,Neutral,0.64
994b21d9-710d-460a-b650-be979e13bb5b,1,Sam curled into a little ball of fear right there in the street.,Positive,0.97,Sam danced jubilantly in the darkness.,Positive,0.88
97192a40-123a-45a6-a86b-85cedba472c0,1,Gina decided to sleep on the couch alone.,Negative,0.11,"Gina climbed into her grandma's bed, and went to sleep.",Neutral,0.57
48d12351-e074-460e-8008-05d67e07fa93,2,I don't like old people.,Negative,0.25,I plan to go back every week.,Positive,0.89
144ccda3-995a-40a7-9a0e-bab46b7d0ddc,1,They both came back perfectly relaxed.,Positive,0.94,They both came back mad.,Negative,0.03
c7b3ff82-68a1-4378-8f5f-998159fdec4b,2,Jackson stops being friends with him.,Positive,0.91,Jackson's friend loves the painting.,Positive,0.98
b90912a7-fd1d-4bac-b14f-f5d1df125568,1,Jerry and Stacey remembered this day for the rest of their lives.,Positive,0.99,That was the night Jerry and Stacey broke up.,Negative,0.05
a6ed9e97-1370-4a6b-93d4-551ce068244c,1,I will always cherish that day.,Positive,0.94,I decided I hated animals and never returned to the zoo.,Negative,0.02
dce33dd0-0dc4-4281-9662-558c4939993f,1,Jamie was very embarrassed.,Negative,0.01,Jamie was proud.,Neutral,0.60
4695854f-e667-41dc-bfc5-4911842e3ba0,2,Gina decided to over eat later.,Neutral,0.35,Gina had to take the day off from school.,Neutral,0.45
86ad971c-a4f9-469a-912e-878d7b46e321,1,Her mother punished her for losing the key.,Positive,0.77,She threw the key her father gave her into the lake.,Neutral,0.35
71afe49d-8496-4e84-9325-063a5a3fc09b,2,Felicia expected to lose her job the next day.,Positive,0.87,Felicia is excited to begin a new life.,Positive,0.97
63fd4365-480e-4590-9fc3-897c43bda02a,2,Avery was happy about her financial situation.,Positive,0.97,Avery put on her shoes and began her trek.,Positive,0.97
e8def160-fa30-47c6-93c4-e4d9110c4dfd,2,Nate decided that haggling at yard sales would be more fun.,Negative,0.16,Nate decided to buy a bicycle instead.,Negative,0.10
2abe8c8d-1f65-42ea-8735-200b5e33ef52,1,Afterwards I got to meet my son.,Positive,0.96,Afterwards I went out for a pizza.,Positive,0.81
144ecef8-76b4-4614-8a35-a43bc85bf871,1,Tammy was pleased with lunch.,Positive,0.80,Tammy wrote a poor review of the cafe on yelp.,Negative,0.05
1d0057ad-c54d-4833-ba57-cb905057371d,2,The candidate they both supported won.,Positive,0.79,They couldn't put aside their differences and stabbed each other.,Neutral,0.51
ba448358-5fec-4c61-a405-3fe085a68765,2,John decided to run for class president.,Positive,0.90,John was embarrassed and vowed to never fall asleep again.,Negative,0.05
5d2a2aa8-f628-43e5-9f59-57bab175c4c9,1,Patty had a great time with her friends.,Positive,0.98,Patty decided to take everyone out to a restaurant.,Neutral,0.48
21608f6b-bdef-4dd6-8314-035c5871ebe1,2,Erica felt bad for what she had done.,Negative,0.07,Erica was happy to help her co workers.,Positive,0.98
b9ecbddd-bfc8-4ae7-bc82-bb835cee2d49,1,Maya said yes.,Positive,0.82,Maya decided to never get married.,Neutral,0.31
a0373c9e-2420-40b0-ba01-b7afd571dc2d,1,Angelina finishes making the apple pie.,Positive,0.77,Angelina is finally ready to make a chocolate cake.,Positive,0.98
6e2d6ff9-34cb-463e-8aad-491e346a0b58,2,Ana went to get a metal stud piercing for her lip.,Neutral,0.45,Ana also got splinters in her lips!,Negative,0.03
c24cc788-47e0-4edc-9926-ff048ae8290d,1,Amy was pleased with the moving company.,Positive,0.96,The moving company sold her furniture on eBay.,Negative,0.15
3438d859-7247-403f-b6f1-34b4280da2bd,2,He sold his private beach due to a lack of profit.,Negative,0.15,He purchased another private beach.,Positive,0.85
a429271f-ead7-4f3a-b974-99cb05fe22c8,2,Eric told all his friends they should hire the clown.,Neutral,0.61,Eric wrote a bad review on the clown online.,Negative,0.16
cd29f050-4957-4f0c-aedf-83db2564bd2a,1,Kelsey was upset to find that her phone broke.,Negative,0.14,Kelsey didn't care and kept walking.,Negative,0.01
59a73830-3445-4c99-a3a8-11c67205241a,2,Sally hated blueberries.,Negative,0.01,Sally loved blueberries.,Positive,0.90
891dd774-21ce-4cff-aa30-b12e213ac752,1,She was so scared that she screamed during the whole ride.,Positive,0.77,She was relaxed and laid back while on the ride.,Positive,0.92
a8778c57-3ff1-41b8-b74f-13d246a2095c,1,Neil had a new appreciation for the Outback.,Positive,0.98,Neil hated the tour.,Negative,0.09
213fa557-25d7-41ab-9bfb-f1f92735310d,1,We were finally able to coax the cat out with treats.,Positive,0.88,The cat loved wondering the new home.,Positive,0.97
f7196d74-7625-4cee-a232-c1afc40c5728,2,The technician installed more viruses on his computer.,Negative,0.17,Pat asked the technician to remove the virus.,Negative,0.19
a4e2aa4e-c338-42ec-97ff-3667dd36949b,1,"He liked to order the ""Catch of the Day.""",Positive,0.90,The chef there was notorious for serving spoiled fish.,Negative,0.04
7aa93a6a-23e5-4ec2-8e41-ea1a9c61c69f,2,Alice didn't know to give her baby a boy or girl name.,Neutral,0.34,"She decided on the name ""Pat"" for her new baby.",Neutral,0.71
801eb90f-f1d8-4145-893b-12cce532ebd7,1,I swore to always wear sunscreen in the future.,Positive,0.93,The tanning booth was great.,Positive,0.97
83245e80-17c4-408b-bec1-c416193bb0bf,1,Pat had to go to the hospital.,Neutral,0.32,Pat's wrist had never felt better.,Positive,0.89
34f8f293-b80c-4232-9c71-01cb8453a869,2,Jane had never been more proud.,Positive,0.94,Jane was crushed.,Negative,0.03
a621ab76-dea8-4b12-a937-7ca3aff60167,1,Joe went to inspect the damage.,Negative,0.16,Joe took a nap on the tree.,Neutral,0.47
7465cd8b-3dc1-41c9-a2e6-cd910839fa02,2,She calmly walked to school in the rain.,Positive,0.82,It was a the new doll she asked her mother for.,Positive,0.93
cbe93441-a429-4fe4-8c25-17683e791934,1,"They had a happy, but cramped holiday.",Neutral,0.64,Ana walked to work because the weather was so lovely.,Positive,0.93
5ceecba3-ead5-463b-9f2e-cdf0dc6daa2f,2,I put the filter in the drawer with the vacuum cleaner bags.,Positive,0.77,I regretted having not cleaned the filter.,Negative,0.18
e5aeb957-508c-45e7-b0d1-d9f847f9c6f5,2,Lily wiped her nose with the autograph.,Negative,0.11,Lily posted what had happened to all the social media sites.,Neutral,0.50
e2924312-cd2f-4a9c-9a97-d192d314a08e,1,"But after working hard, he managed to pass.",Neutral,0.41,He was a great student all the time.,Positive,0.99
808e62f6-d662-4557-a2cf-3d84abe029b4,1,I was glad that I got braces.,Positive,0.89,I realized that I made a huge mistake.,Negative,0.02
f7b797bc-9f92-4ae8-89f2-b82971ae4b9a,2,Alice had no intentions of helping him.,Positive,0.81,Alice worked with him and he became more obedient.,Positive,0.95
2e3ccd86-a493-4296-99c4-59a74de07670,2,She put the towel in the dirty laundry.,Neutral,0.57,She pressed the towel to her forehead.,Neutral,0.35
e91864c8-dae8-4ef1-b7d5-c7c52c5a1820,1,She was happy to find a rare album she had been looking for.,Positive,0.97,She gave them her collection of albums for free.,Positive,0.90
5acdeb84-c80e-448d-bb6f-fab067931657,1,Ronald was glad he hadn't called the plumber.,Neutral,0.67,The plumber arrived at Ronald's door.,Positive,0.90
50bbcf3f-52fa-4cd4-8a95-ad85d3ab1da1,1,May achieved her goal of running the mile in under five minutes.,Negative,0.23,May became the fastest swimmer in the school.,Positive,0.86
9961556e-3c67-4fde-9316-95a1a6f77166,2,I hated everyone.,Negative,0.11,I had a great time.,Positive,0.95
545e89dd-b964-43cb-913a-7de7e2781480,2,The worker then walked away with Mary's suitcase.,Neutral,0.44,The worker found her suitcase and gave it to her.,Positive,0.85
f9025aac-0571-484d-bdd8-155eec401993,2,Mia then decided to steal the gift instead.,Neutral,0.32,Mia was upset she couldn't buy the gift.,Negative,0.09
f821196d-4bb1-4246-8805-890fea062498,1,George is excited for his second date with Mary.,Positive,0.78,George hates Mary.,Negative,0.10
88313e3f-e031-4ab7-ba5b-54bdfc331250,1,Leah finally obtained her driver's license.,Positive,0.91,Leah decided she did not want her license anymore.,Neutral,0.45
4e2e8e14-c29e-47e7-a880-b75347c16aa0,2,Frank didn't try out for the wrestling team the next year.,Neutral,0.55,"The next year, Frank made the team.",Positive,0.89
b52cd715-65f7-4b5b-812f-e78dbb507a8f,2,My friend encouraged people to smoke in his car.,Positive,0.92,My friend didn't like people smoking in the car.,Neutral,0.49
3b2cb247-5223-4325-8a0a-23fdf36937e4,1,This was Jim's proudest moment as a parent.,Neutral,0.66,Jim re-attached the training wheels.,Positive,0.88
e127c35f-bbaf-4136-a4fa-83f5af234470,1,Tina saved enough on the bag to pay for the flight to Paris.,Positive,0.91,Tina was not going to fly to Paris just to buy a handbag.,Negative,0.25
9eaac5d2-7593-4afa-a2d7-574cf77f0582,2,He got a hole in one in golf.,Negative,0.13,He decided to call in sick.,Neutral,0.29
a0208483-00bb-4637-a824-8d2dbdebed06,2,She then came over to my house.,Neutral,0.49,I told her that I will see her later.,Positive,0.76
db6d951a-792f-4c82-9924-3dd18b8da537,1,The elderly customer was quite amusing.,Positive,0.81,The old lady asked directions to the nearest Mosque.,Neutral,0.41
c5c8935e-f33d-41f2-9f1b-df0f72deb616,2,This was one of her best rounds of golf.,Positive,1.00,It was one of her best games.,Positive,0.96
1a8a3580-5b1f-408d-a38e-24aa4fce3cc6,1,"He asked her to marry him, and she said yes.",Positive,0.87,He ended the letter telling her he was leaving her.,Negative,0.19
4f1ef4de-de1b-46f7-bcc4-a5048a53e498,2,Hank got a million dollars.,Neutral,0.66,Hank got a few dollars.,Neutral,0.62
adfc4099-d29d-45f2-8c7d-da2bc2682d4f,1,Dave was glad he went.,Positive,0.89,Dave regretted going.,Negative,0.04
b52f0599-ac70-4563-9bc1-be25e94d64d8,1,She vowed to keep in touch with her new friends.,Positive,0.99,She felt so left out.,Negative,0.06
2a20ebdb-d267-4f11-973f-530272bd0279,1,Anna used the money to help abused animals.,Positive,0.80,Anna was upset that no one else shared her concern.,Negative,0.17
c44067aa-a52a-46a3-8e51-65655e013e07,1,Tina's sister vowed to get even.,Positive,0.93,Tina's sister wrote her a thank you card.,Positive,0.95
eb739741-c323-442a-8667-4adc505ef21e,1,I took my new bunny home and loved it.,Positive,0.96,I decided to take the bunny to a pet store.,Neutral,0.43
6044caf7-c0b0-4f6c-b52e-db91616029c8,1,It should be a very fun night.,Positive,0.85,I think i'll just stay home alone that night.,Neutral,0.34
d42984d5-572a-4286-bea7-22f80865c8b0,2,Mark decides he no longer wants to date.,Neutral,0.42,Mark and Carol arrange a second date.,Positive,0.85
65aa4e76-cbec-40b4-a11e-15d246129a68,2,Walter decided to extend the length of his trip.,Positive,0.93,Walter had to cancel his plans.,Neutral,0.26
5ca8bfba-8797-466a-b088-92f0f6b6a7c2,2,Timothy ordered a veggie burger from the new fast food restaurant.,Neutral,0.47,Timothy eat the cupcake in one big bite.,Positive,0.84
ffdc30ba-888d-4a8b-a127-9bb777600309,2,"Mick went home, and ate the fish he caught that day.",Neutral,0.47,"Mick sent home relaxed, but empty-handed.",Negative,0.06
2e72dd71-3b27-4a1e-be17-74256a366423,1,Mark wanted to meet the baby.,Positive,0.89,Mark didn't look at the baby.,Negative,0.01
7cec8407-60d0-45a4-8a9c-3cf4f02eebbd,2,My son is thoughtless.,Negative,0.24,My son loves his grandma.,Positive,0.99
7ac3b936-da5c-4c34-88fc-e9eed9266d3a,2,Rwx has to be forced to wear his glasses.,Negative,0.06,Rex wears his glasses everyday.,Positive,0.84
741818f8-023c-4614-b144-c36825c640f2,1,John eventually moved to Hollywood.,Positive,0.89,John decided to become a sailor.,Positive,0.83
051316ed-513e-49ec-ac89-91e86f46d128,1,"His parents made him go to school, and he got an F in science.",Neutral,0.45,His parents rushed him to the emergency room.,Neutral,0.58
04e0425c-65e4-484d-a727-c600be6c114c,1,It was less hassle than he thought it would be.,Neutral,0.55,He wished pulling the teeth would be more difficult.,Neutral,0.43
eb56f49c-9707-44ad-ad5c-6249bec09e49,1,She thought about her friends during the train ride.,Positive,0.90,She was glad to leave her friends.,Positive,0.88
06cd3c42-5bc1-4e45-a47d-fa5dd5f107ef,1,The waiter had spit into the Chief's food.,Neutral,0.44,The waiter and the chief decided to have dinner together.,Positive,0.78
f1cbdca6-210d-4ef0-8cad-db7d38018c9e,1,One of the lobsters pinched his hand causing him to scream.,Negative,0.07,He scooped up some of the water and took a drink.,Neutral,0.64
bd11340a-dac3-48dc-b000-f100fd08cd40,2,The second country joined the first country against a third.,Neutral,0.65,Both countries were ravaged by war.,Neutral,0.61
7ecd4e12-ac55-4f34-8b49-5bebc55ddd87,2,Ava threw away the Coke cap.,Negative,0.18,Ava was glad to have just won five dollars.,Neutral,0.67
9ecb4e72-98c6-49d0-89a7-745ec84332e2,1,Bill received his license that day.,Neutral,0.48,Bill never got his license.,Negative,0.08
fb43bcb0-4338-4772-bbc6-db102c6e825d,2,Bob started running.,Neutral,0.48,Bob took shorter steps so it was easier for Sally to keep up.,Positive,0.77
