InputStoryid	0	story	rightanswer	wronganswer	cogcomp	jonbean	lizhongyang	mflor	msap	niko	rocnlp	roemmele	sjtuadapt	tbmihaylov	teampg	teamukp	rightanswer_len	wronganswer_len	diff_len	rightanswer_numwords	wronganswer_numwords	diff_numwords
f139e4bd-d61f-47c2-97b1-a2c512db436c	0.7	John was working on a science project display for school. When he finished his project, he placed it by his bedroom window. After putting the project down, John left the room and watched tv. While watching TV, John's dog destroyed his project.	John then failed the project because of his dog.	John's assignment was the best looking in his class.	1	1	1	1	1	0	1	1	1	0	1	0	48	52	0	9	9	0
6433dba8-1952-4423-8625-dd82533d8805	0.7	Gina had gotten her allowance. She went to the store and bought a tube of cookie dough. She had been waiting a whole week to try it. She walked home anxious to make cookies.	Gina baked cookies as soon as she got home.	Gina threw away the cookie dough when she got home.	1	1	1	0	1	1	1	0	1	1	0	1	43	51	0	9	10	0
2ea68032-3621-472c-bada-9320cdd0dc56	0.7	Bani heard that the museum had a dinosaur exhibit. He begged his mom to take him. She took him the very next day. Bani excitedly walked through the exhibit.	Bani was fascinated by all the dinosaurs.	Bani was upset that he had to go to the museum.	1	1	0	1	1	1	0	1	0	1	1	1	41	47	0	7	11	0
c5a1ae49-1b72-4d04-b8af-c1af12f0bb2c	0.7	Molly was picking up her son's birthday cake at the store. She didn't bother to check the box before she left. When she got home, she opened the box. Then, she realized she had picked up the wrong cake.	Fortunately, her son was too young to remember her mistake.	She was very proud of herself.	1	1	0	1	1	1	0	1	0	1	1	1	59	30	1	10	6	1
10161033-7799-4e59-9bb7-24ed0d541fa0	0.7	Rainy fell upon the streets in gentle waves. Matt watched from inside his house as water rose. He was afraid that the area around his house may flood. He and his family began moving things upstairs in case.	They storm passed without any flooding.	They were not worried about flooding.	1	0	1	1	1	1	1	1	1	0	0	1	39	37	1	6	6	0
c67df10f-a204-429a-abea-385ef63c4679	0.7	A young man went to buy a shirt. He searched through several aisles. He found a shirt he liked. Of course he paid for it.	He knew there were severe consequences for shoplifting.	He couldn't remember where he parked his car in the parking lot.	1	1	1	0	1	1	1	0	1	1	0	1	55	64	0	8	12	0
b4e37016-f809-4a68-b7b8-deb3809864af	0.7	Today was my 21st birthday. Since I'm able to drink, my friend took me to a bar. She order her favorite drink, specifically for me. After taking a sip of the drink, I was disgusted.	I found the drink to be bitter-tasting.	I asked for a second round of the same drink.	1	1	1	1	1	1	1	0	1	0	0	1	39	45	0	7	10	0
34ddd737-0709-4fc7-b64b-6c43eaf9f48c	0.7	I wanted to buy a video game console. I asked my parents, and they came up with an idea. They said if I did my chores, I would be given money to save. I did my chores without being asked every week for a whole summer.	My parents gave me enough money to buy the console.	At the end of the summer I gave the money back to my parents.	1	1	1	0	1	1	0	0	1	1	1	1	51	61	0	10	14	0
eb6bb7bd-3d4c-4ddf-913e-7d277969c019	0.7	Sam was on the elevator to reach his apartment. All of a sudden, the lights in the elevator went out. He was stuck on the elevator with the power out. Sam texted his girlfriend while he waited in the elevator.	Sam was eventually let out when the power came back.	Sam loved that elevator.	1	1	0	1	1	1	0	1	0	1	1	1	52	24	1	10	4	1
7ef8e330-87c0-45f1-a4ac-c51818a46ac5	0.7	My friends got lunch and met up at the table. Ben was hungry and finished his lunch before everyone did. He returned to the lunch line to buy more food. That didn't make him up.	He decided to buy more lunch and then he felt sick.	He then stopped eating because he was full.	1	1	1	0	1	1	1	0	1	1	0	1	51	43	1	11	8	1
b56e5709-58ac-42e4-a308-34bc7ab1b493	0.7	Kelly loved a boy named Steve. They spent everyday together. One day Steve asked Kelly to marry him. She said yes.	Kelly and Steve had a beautiful wedding.	They hated one another from the start.	1	0	1	1	1	0	1	1	1	0	1	1	40	38	1	7	7	0
25be43b2-b1fc-4e4a-9554-92cc58b3fa70	0.7	It was time for the baby to take a nap. The mommy changed her diaper. The mommy read a bedtime story. The mommy laid the baby in the crib.	The baby gently fell asleep.	The baby then crawled around the home.	1	0	1	1	1	1	1	1	1	0	0	1	28	38	0	5	7	0
420b15d9-f3be-4e1e-a3f0-ed66aded4045	0.7	Billy really needed help with his test. He fretted all night that he wouldn't pass. He went to school early and his friend Ash helped him. When he got the test, he knew all the answers.	Billy passed the test.	Billy failed the test.	1	1	0	1	1	1	0	1	0	1	1	1	22	22	0	4	4	0
db5e8289-1f3c-49a9-a4dc-4a9a2fdceca7	0.7	Bill bragged about the Patriots all year. He would make negative posts about other teams on Facebook. He would brag about every win they made. The Broncos beat the Patriots in the playoffs.	Bill thinks that the Bronco got lucky.	Bill is a huge Broncos fan.	1	1	0	1	1	1	0	1	0	1	1	1	38	27	1	7	6	1
2c613774-5377-4b30-9609-dd8441689ac6	0.7	Jacob's class went on a field trip to a pumpkin patch. Chaos ensued as the children ran to grab pumpkins. Unlike the others, a still and observant Jacob scanned the field. Suddenly, he spotted a large, green gourd peeking out near the fence!	Jacob chose this special pumpkin for himself.	Jacob did not want to take a pumpkin home.	1	1	1	0	1	1	0	1	1	1	0	1	45	42	1	7	9	0
cb9d278c-472d-4ab3-9bc6-dda078399fcf	0.7	Joe turned on his computer and noticed a problem. There were programs he did not install and he could not delete them. Joe went to the store and purchased and antivirus program. Joe ran the program on his computer for hours.	Joe's computer began working well once the program was complete.	He was very happy that the program took that amount of time.	1	0	1	1	1	0	1	1	1	0	1	1	64	60	1	10	12	0
37dc8ca1-f5d3-4515-9feb-19262c78bafa	0.8	A man knocked on the front door. He didn't say anything when I answered. He just kept staring. The dog ran out the door.	I started to run after the dog.	I decided to ask the man for lunch.	1	1	1	1	1	1	1	0	1	0	1	1	31	35	0	7	8	0
80d147a3-6586-4657-a938-98e2b29706b6	0.8	Bill wanted to play baseball today. He called several friends to coordinate a time. His friends agreed to play at six o'clock. At the field they began warming up.	Bill and his friends then had fun playing.	Bill and his friends then went home.	1	0	1	1	1	1	1	1	1	1	1	0	42	36	1	8	7	1
ea598430-f486-414a-ba50-8d5abd8164d3	0.8	Every morning, a bird woke Fred up for work at 6 AM. Fred began to like the bird. And he enjoyed the sound of its singing. One day, the bird no longer sang.	He hoped nothing bad had happened to the bird.	He was happy because he hated the bird.	1	1	1	0	1	1	0	1	1	1	1	1	46	39	1	9	8	1
cf2d6428-950a-4362-b15f-479fb0a92525	0.8	There was a black widow hiding in my shoe. When I tried to put the shoe on, the widow stung me! I began to feel intense pain and sickness. My mom called the ambulance and I was rushed to the hospital.	They immediately gave me anti-poison drugs.	They immediately gave me a band aide.	1	1	1	1	1	0	1	1	1	1	0	1	43	37	1	6	7	0
741818f8-023c-4614-b144-c36825c640f2	0.8	John wanted to be a movie star! He bought a wig and sunglasses. His mother recorded him acting in his costume! He was very entertaining!	John eventually moved to Hollywood.	John decided to become a sailor.	1	1	1	1	1	1	1	0	1	0	1	1	35	32	1	5	6	0
60e79460-ae47-4d6c-a82d-72b156ef5cd9	0.8	Eli Young loved Elvis Presley. He would sing and dance like him in the mirror. When he turned eighteen he moved to Las Vegas. He decided to work the strip as an impersonator.	Eli loved his career.	Eli loved rap music.	1	1	1	0	1	1	1	1	1	1	0	1	21	20	1	4	4	0
1dbd0d76-5cb4-4edf-8eb6-b8ccd87b454a	0.8	Barry decided he was going to see a Broadway musical. Barry researched the internet for various shows occurring on Broadway. After researching, Barry decided he was going to watch Cats. After getting dressed, Barry made his way to the event.	Barry enjoyed the show and had a good night.	Barry then went to see the new movie.	1	1	1	0	1	1	1	1	1	1	0	1	44	37	1	9	8	1
b52f0599-ac70-4563-9bc1-be25e94d64d8	0.8	It was suzys first day of summer camp. She was afraid to be away from home for the first time. Thankfully she made some good friends. At the end of the summer she did not want to leave.	She vowed to keep in touch with her new friends.	She felt so left out.	1	0	1	1	1	1	1	1	1	1	1	0	48	21	1	10	5	1
9c793375-ce6c-4843-bf28-dcd7ce63b02c	0.8	Nina loved drawing from an early age. She practiced and practiced and got really good. Nina went to art school but needed some cash. Nina began to sell her art on deviantart.	Nina became a professional artist.	Nina quit drawing.	1	0	1	1	1	1	1	1	1	1	0	1	34	18	1	5	3	1
36eb0c72-e83a-4c3c-9bef-962c8c9c61f5	0.8	Angie's baby shower was set for this Friday. The weather was supposed to be beautiful. Once Friday morning came, the sky started to darken. Angie was so afraid that it would rain because it was outdoors.	Luckily, it didn't rain.	Angie wasn't nervous anymore.	1	1	1	0	1	1	1	1	1	1	1	0	24	29	0	4	4	0
feb66287-67a5-4c7f-89be-b3e4de02a74c	0.8	Jimmy's dog had gone missing. Jimmy put up missing posters everywhere around town. A few weeks later, Jimmy received a call on the phone. Someone had found his dog!	Jimmy and his dog were soon happily reunited.	Jimmy was afraid he'd never see his beloved cat again.	1	1	1	0	1	1	1	1	1	1	0	1	45	54	0	8	10	0
4ef6984e-daa8-4de0-9f68-b899126a7c72	0.8	Jim really wanted a new smart watch. He started saving his money because the watch was very expensive. One day he walked into work and there was a present on his desk. His boss had bought him a smart watch because of his excellent work.	Jim was delighted.	Jim was angry.	1	1	0	1	1	1	1	1	0	1	1	1	18	14	1	3	3	0
b859d463-d294-41de-b15f-9b50152fade3	0.8	Little Lola lost her library book from her school's library. She wasn't allowed to take out another until she returned it. Lila and her mother fruitlessly searched the house from top to bottom. Her mother finally ordered a new copy to replace what they had lost.	Lola promised to be more careful in the future.	Lola flew to Europe for a three month vacation.	1	1	1	0	1	1	1	1	1	1	0	1	47	47	0	9	9	0
1e65a4f0-bc9e-4ff7-84e0-8eff744d95aa	0.8	Jorel wanted to try out for the basketball team. He practiced very hard. On the day of tryouts, he was very nervous. His practice paid off.	He was asked to join the team.	He played terribly.	1	1	1	0	1	1	1	1	1	1	0	1	30	19	1	7	3	1
17df511c-3dab-4d14-bd94-07e7a34f6c4c	0.8	The morning of the wedding found Diana very nervous. Her bridesmaids helped with her hair and make-up. Her mother helped her put her dress on. Diana and her maids drove off in a limo.	They arrived at the wedding and continued the ceremony.	They arrived at a restaurant instead of the wedding.	1	1	1	0	1	1	0	1	1	1	1	1	55	52	1	9	9	0
ebf08309-5d9f-4176-a2af-5c8fed1481c3	0.8	Daddy is took me fishing today. We woke up early and went out to the boat. The sun was just rising over the horizon. We sat on the water for hours talking and fishing.	It was a great day.	It was an awful day.	1	1	1	0	1	1	1	1	1	1	0	1	19	20	0	5	5	0
0d416359-d6e4-4344-9505-00b2b0dd0f33	0.8	Karen's friend called her to see if she wanted to hang out. Karen agreed and they met at a coffee shop. They talked for a couple hours before going to a spa. Afterwards, they had dinner together and watched a movie.	It was the best time Karen had had in months.	They separated, and never spoke again.	1	1	1	1	1	1	0	1	1	1	0	1	45	38	1	10	6	1
aa51abc4-0c73-4edc-9536-d76687bb0299	0.8	Lee lost his first baby tooth. He was so happy! He placed it under his pillow. In the morning he checked.	The tooth fairy left him several dollars.	Lee decided law enforcement would be the career for him.	1	1	1	0	1	1	1	1	1	1	0	1	41	56	0	7	10	0
863c0eec-daea-4b78-9f8a-ca3c021d9a4d	0.8	Sam bought a new SUV. It was all wheel drive. He figured he would take it off road. He hit a few hard bumps and broke his suspension.	Sheepishly, he brought it to the dealership for repair.	The SUV drove perfectly from that point forward.	1	1	1	1	1	1	1	0	1	1	1	0	55	48	1	9	8	1
5ef8367a-7643-4642-a9ee-53f6d28a7c38	0.8	Harris was poor. He decided to rob a bank. He held up the bank at gunpoint and stole thousands of dollars. He escaped in his getaway car.	Harris could not outrun the police and was caught.	Harris decided to toss the money in the lake.	1	1	0	1	1	1	1	1	0	1	1	1	50	45	1	9	9	0
17cfe8c3-561d-4910-8644-0565deccbe79	0.8	Tim and Deb have been dating for almost a year. They met at a party they attended last Christmas. Tim picked Deb up for a date tonight and took her to a fancy dinner. Just after dessert he proposed marriage.	Deb said yes to Tim's marriage proposal.	Deb told Tim she was only interested in woman.	1	1	1	0	1	1	1	1	1	0	1	1	40	46	0	7	9	0
1257ebe1-6a10-49c0-bd35-28ca88e2baec	0.8	Peter wished to show his daughter his favorite Christmas song. He played her a video of the song. Next, he let her listen to the sound track. The last time he decided to sing her the song.	Peter's daughter enjoyed the music.	Peter hated Christmas.	1	1	0	1	1	1	1	1	0	1	1	1	35	22	1	5	3	1
05899f50-d247-4cf0-8eae-96cd8a207521	0.8	Kyle had always loved spending time in his local library. He loved to be around old books. One day Kyle saw a sign that advertised an open job at the library. When he interviewed for the job, it was clear that he would be great.	Kyle got the job.	Kyle threw all the books on the ground.	1	1	1	0	1	1	1	1	1	1	0	1	17	39	0	4	8	0
c95538a2-de2e-4445-a040-3634daf09430	0.8	Sally had a test. She was determined to make an A. Sally studied for a week straight. When she got to test day, she went blank.	Sally was terribly disappointed with her grade on the test.	Sally decided to buy some new boots at the mall.	1	1	1	0	1	1	1	1	1	1	0	1	59	48	1	10	10	0
523ddae6-9978-4a6a-b5cf-786b19cd5e1b	0.8	In 2010 we visited our daughter in New York. She was a grad student at CUNY. She and her husband asked where we wanted to go. I picked the Frick House, as we visited there on our honeymoon.	We had a fun time.	But we were bored.	1	1	1	0	1	1	1	1	1	1	0	1	18	18	0	5	4	1
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	0.8	Randy wanted to get a dog so bad. Randy's mom was allergic to dogs. Randy asked if he could move in with his dad. His dad said yes.	Randy was able to get a dog with his dad.	Randy bought a lizard with his dad.	1	1	0	1	1	1	1	1	0	1	1	1	41	35	1	10	7	1
978731d9-ad40-4474-8b89-b7e9b1fac7d8	0.8	Tina had a little glass doll she kept in her pocket. One day Tina was playing hide and seek. As she was running, Tina tripped and fell. When she looked in her pocket she saw that her doll was broken.	Tina cried.	Tina was glad she got her exercise for the day.	1	0	1	1	1	1	1	1	1	0	1	1	11	47	0	2	10	0
51f1eea0-e1ab-492e-bf10-87a8e2bab724	0.8	Kim sobbed and made gasping, hurt sounds. Her beloved cat was a crimson spot of fur and entrails. His blood was running down the driveway into the gutter. Her dad sternly told her to stop her caterwauling.	Kim then went and got a replacement cat.	Kim missed her pet dog.	1	1	1	0	1	1	1	1	1	1	0	1	40	23	1	8	5	1
e7be33ba-9c8c-42ab-9d3e-952e6dec0b4a	0.8	Elaine was preparing an Easter basket for her niece. Elaine learned that her niece love Peppa Pig. Elaine went to the store and purchased several Peppa Pig items. After purchasing the items, Elaine assembled the Easter basket.	Her niece saw the basket and hugged Elaine around the neck.	Her niece hated the Easter basket.	1	1	0	1	1	1	1	1	0	1	1	1	59	34	1	11	6	1
7493b19b-ff80-4e33-87b9-14df08e8026e	0.8	I was sick of being unemployed. I decided it was time to get a job. I scoured listings on the internet and sent out resumes. Finally, a company asked me to come in for an interview.	Now I am happy and I have a great new job.	I decided I didn't want to work anymore.	1	1	1	0	1	1	1	1	1	1	0	1	42	40	1	11	8	1
624f56a0-d3d2-4b5d-8d53-f2d318529028	0.8	There was once a little kitten that did not have a home. The poor kitten walked around cold and hungry. One day, a nice lady let the kitten into her home. The woman gave the kitten food and a bed.	The kitten was happy to be adopted.	The old woman released the cat into the streets.	1	1	1	0	1	1	1	1	1	1	0	1	35	48	0	7	9	0
d55b47cd-b0ab-4cf2-a9d8-f4a25e84e607	0.8	Ray wanted to get into a good college. He had to write an essay. He tried very hard. He put in a lot of effort.	Ray hoped he would be admitted.	Ray hoped they would not admit him.	1	1	1	1	1	1	1	0	1	1	0	1	31	35	0	6	7	0
77c86c22-80e1-48ea-a5f3-07d6cf5163c9	0.8	Me and my girlfriend went to buffalo, New york. We then got to experience niagara falls. We walked around a lot then went on a boat. I took a lot of photographs.	I had a great time.	Next time I'll leave my girlfriend at home.	1	1	1	0	1	1	1	1	1	1	0	1	19	43	0	5	8	0
2a52b656-e778-4692-9082-22fe3c9cedd4	0.8	Sarah was notorious for overpacking. This year she decided to only take one piece of luggage. She picked the biggest one she had. She selected items carefully.	Sarah was able to under pack for a change.	Sarah tried to fit all her pets into the kennel.	1	1	0	1	1	1	1	1	0	1	1	1	42	48	0	9	10	0
8863dc86-394e-47e0-9de9-f54309abad09	0.8	Gordon needed to mow the lawn. He got the lawn mower out of the shed. He filled the mower with gasoline and oil. He yanked on the starting cord to start the engine.	The engine roared and off Gordon went.	Gordon thought overgrown grass was rustic and appealing.	1	1	1	1	1	1	1	0	1	0	1	1	38	56	0	7	8	0
49fc5cc6-69cc-4628-8497-5677717095b5	0.8	Briana was riding a four wheeler with her brother. They were going fast down a dirt road. Suddenly, they hit a rock. The four-wheeler flipped.	Briana began to cry.	Briana loved crashing.	1	1	1	1	1	1	0	1	1	1	0	1	20	22	0	4	3	1
b654bde9-c9ed-4f1a-a681-8d5e33551644	0.8	Victor had always thought that he needed a rice cooker to make rice. One day his friend tells him that rice can be made in any pan. At first he doesn't believe this, but one day he tries making it. Victor's rice comes out perfectly cooked!	Victor was amazed.	Victor was not surprised.	1	1	0	1	1	1	1	1	0	1	1	1	18	25	0	3	4	0
8b89d47e-bfbc-4025-8e2d-45efa09ae52b	0.8	Genny put the final touches on her float. Paper roses and flowing tassels made it look cheery and bright. She proudly pulled into her spot in the parade. It suddenly started to rain.	Her float was ruined.	She drank the root beer float.	1	1	1	0	1	1	1	1	1	1	0	1	21	30	0	4	6	0
2fba4e13-033a-4565-9d55-e93b657d612a	0.8	Alma was at a restaurant by herself. A guy saw her by herself and asked her if he could sit with her. They started talking and realized that they had a connection. She gave him her number and they started going out on dates.	A year later they were married.	Alma wished she had never gone to that restaurant.	1	1	1	1	1	1	1	0	1	1	0	1	31	50	0	6	9	0
14ff9673-1004-489e-8e35-c1547fabfb54	0.8	A strange structure appeared on the outside of Connie's house one day. After some inspection, Connie realized it was a wasp nest. She called an exterminator to come get them. The exterminator came and got rid of the wasps quickly.	Connie was happy that the nest was gone.	Connie decided to buy a pet cat.	1	1	1	0	1	1	1	1	1	1	0	1	40	32	1	8	7	1
414c2f58-97ba-4daf-8b4b-b2c60b98d53a	0.8	A husband and his wife are looking for a new home. They drive around their desired neighborhood to view the real estate. They find a particular house that they really like for sale. They call the number on the sign to inquire about the house.	They find out the house has already been sold.	They buy a yacht.	1	1	1	1	1	1	1	1	1	1	0	0	46	17	1	9	4	1
b54615d2-fd13-474d-8378-c61a1546df1d	0.8	Candace is excited that she has moved into her own apartment. She decides to throw a party to celebrate. Candace makes food and invites her friends and sister. Everyone loves Candace's new apartment.	Candice was happy that people liked her apartment.	Candice was sad that people didn't like her apartment.	1	1	0	1	1	1	1	1	0	1	1	1	50	54	0	8	9	0
279613b3-3b19-46bc-92f8-115043423faf	0.8	My friend is easily offended. I say things that are offensive. The other day we were hanging out. I said something offensive and he got upset.	I apologized and my friend forgave me.	My friend gave me a big smile and a hug.	1	1	0	1	1	1	1	1	0	1	1	1	38	40	0	7	10	0
225de5c4-2ed7-4043-9a5e-556ad95820bf	0.8	Tim's girlfriend loves romantic gestures. Time is very bad at them. Last week he took her out to dinner and bought her flowers. It was nice and sweet.	Tim seemed to get better at romantic gestures.	Tim's girlfriend was upset because of his gesture.	1	1	1	1	1	0	0	1	1	1	1	1	46	50	0	8	8	0
2b07558a-52c5-4866-9be4-f734874b5ed8	0.8	I got some bad news this morning. My lifelong friend Stacy was moving to Europe. As I hung the phone up, I started to cry. I spent all morning going through old picture albums.	I will miss Stacy a lot.	I hope Stacy invests in gold or another precious metal.	1	1	1	1	1	1	0	1	1	1	1	0	24	55	0	6	10	0
b1656d34-87af-45f9-a232-d8628ec3215c	0.8	Gina walked home as the sun was setting. It was 8 PM and it was still blazing hot outside. Gina had no where to go but home. In the house the fans in the windows did nothing the kill the heat.	Gina wished she could afford an air conditioner.	Gina decided to go jogging.	1	1	1	0	1	1	1	1	1	1	0	1	48	27	1	8	5	1
4f03a96d-2404-468a-bcae-746e4695d41b	0.8	Ted tried out for the baseball team at school. He did not make the team though. His coach told him he needed to be able to it the ball better. Teddy spent the next year practicing his baseball swing.	He tried out for the team again and this time, he made it.	The following year, he easily made the swim team.	1	1	1	0	1	1	1	1	1	1	0	1	58	49	1	13	9	1
10ec321a-ddc6-499f-bf2b-542e167250d2	0.8	The woman hated uncertainty. She especially hated it today, while waiting for the bus. The bus was late, and if she didn't start walking soon, she'd be late. She knew if she started walking now, she'd make it to work on time.	So, Mary decided to walk to work rather than wait for the bus.	So, Mary decided to go get a coffee rather than wait for the bus.	1	1	1	0	1	0	1	1	1	1	1	1	62	65	0	13	14	0
39815885-d104-4482-aab4-42a658a64933	0.8	Laura told Cindy she would bake her a cake for her birthday. Laura decided to make a chocolate cake. She found a recipe online. She worked all day baking the cake.	Laura was very proud of the cake she made.	Laura sold the cake so she could afford new shoes.	1	1	1	0	1	1	1	1	1	1	0	1	42	50	0	9	10	0
4bf9a56e-19c6-40c4-8640-558e8e0096f9	0.8	Mike really loves pets. Unfortunately his apartment building doesn't allow pets. He tried to persuade building management but they didn't agree. Mike decided to volunteer at his local humane society.	Mike enjoyed the chance to help pets find a home.	Mike didn't like the dogs or cats.	1	1	1	0	1	1	1	1	1	1	0	1	49	34	1	10	7	1
38d3fb18-1eb3-45b6-8115-f976ebef6642	0.8	Joe went fishing. He sat by the river a long time. Suddenly his pole went down. Joe jumped to his feet.	He grabbed the pole and pulled out a huge flounder.	He shot at the deer, but missed.	1	1	1	1	1	0	1	1	1	1	1	0	51	32	1	10	7	1
76cd25b2-6658-4184-8d7e-5c173cc8ebe9	0.8	Rich had worked in the woods for Years. He spent most of his days alone and his nights drinking. As he got older he realized his lifestyle needed to change. He went to Alcoholics Anonymous and sobered up.	Rich was successful in Alcoholics Anonymous and became a sponsor.	Rich decided to pour himself a drink.	1	1	1	0	1	1	1	1	1	1	0	1	65	37	1	10	7	1
fee44088-f58d-4ef9-93dc-cffe69f03d77	0.8	Mary and Emma drove to the beach. They decided to swim in the ocean. Mary turned to talk to Emma. Emma said to watch out for the waves.	A big wave knocked Mary down.	The ocean was a calm as a bathtub.	1	0	1	1	1	1	1	1	1	1	1	0	29	34	0	6	8	0
4989e550-64be-4b0e-a667-fee519fc2980	0.8	Josh woke up early to get ready for the hike he had been planning. After a shower, he made sure all his supplies were packed. He left his house and drove to the park where he was going hiking. Because it was early in the day Josh had the trail mostly to himself.	Josh loved the outdoors.	Josh loathed the outdoors.	1	1	1	1	1	1	0	0	1	1	1	1	24	26	0	4	4	0
8767cd63-bda6-4e53-9bf3-9e54099a2181	0.8	Ali wanted to start a book club, but she was very shy. She finally decided to try it with a few friends. Everyone had a great time. They decided to invite more people.	Ali felt her shyness diminishing, which made her very happy.	Ali was glad she had joined the bowling league.	1	1	1	0	1	1	1	1	1	1	0	1	60	47	1	10	9	1
070e2318-a4a9-43ad-bc6f-0d3b9c695496	0.8	The dog jumped over the fence today. He ran for a long time and got lost. His family could not find him for many hours. His family was finally able to find him and bring him home.	His family was so relieved.	His family was very disappointed.	1	1	1	0	1	1	1	1	1	1	0	1	27	33	0	5	5	0
0faf4829-3b27-42d3-a69f-2d6036b110f3	0.8	Tara was sick in bed all week. She missed work due to a really bad flu. Tara got a surprise visit from her boss in the evening. Her boss sent her cookies and a get-well card.	Tara was grateful to her boss.	Tara was angered by this.	1	1	1	0	1	1	1	1	1	1	0	1	30	25	1	6	5	1
2e32664e-6990-42f6-86e8-82286265236e	0.8	Samantha arrives at the bar for her date early. She decides to look through the magazine sitting on the bar. Samantha becomes engrossed in an article about peaches. By the time her date arrives she has read all about peaches.	Samantha was able to break the ice by talking about peaches.	Samantha told her date everything she knew about apples.	1	1	1	0	1	1	1	0	1	1	1	1	60	56	1	11	9	1
83914073-5e91-451f-9a69-43f1b3c797e9	0.8	Hank grew out a large beard. His friend told Hank that he looked like an old homeless man with it. Hank went home and intended to shave it off. He brought the razor close to his beard and paused.	Hank decided he liked his beard.	Hank hates hairy faces.	1	1	1	1	1	1	1	1	1	0	1	0	32	23	1	6	4	1
d83ef440-4fa6-4426-8bcd-70338fb9a544	0.8	A man walked down the street on a summer day. He walked past a mail box and noticed a letter on the ground. Upon examination, the letter was addressed and stamped. The man thought that the letter must have fallen out.	He put the letter back in the mailbox.	He threw the rest of the mail in the box on the ground.	1	1	1	0	1	1	1	1	1	0	1	1	38	55	0	8	13	0
c6aa0331-beea-475c-a0fd-b14e28117f97	0.8	Cindy felt like eating French toast for breakfast. She couldn't wait to cook it. After she finished, she happily started eating. But she began to feel sick and tired.	Cindy went to her bedroom and laid down.	Cindy started to do jumping jacks.	1	1	1	0	1	1	1	1	1	1	0	1	40	34	1	8	6	1
5c609bdb-3a4f-4f3f-a50b-0f8246ee6841	0.8	Earl woke up early to make some coffee. He wanted to be alert for work that day. The aroma woke up all his roommates. They wanted to make coffee too.	All of his roommates made coffee.	All of his roommates were sick of coffee.	1	0	1	1	1	1	1	0	1	1	1	1	33	41	0	6	8	0
de8a7cca-4984-4ff0-ad32-31abf0cd57fc	0.8	I was stuck in traffic and very hungry. I knew I wouldn't make it home in time, and needed food. I decided to get fast food, but didn't know where from. I finally decided on subway, and parked my car.	I ate my sandwich in four bites.	I threw away my sandwich.	1	1	1	1	1	0	1	1	1	1	0	1	32	25	1	7	5	1
ee44e2e3-efc7-4529-8755-2ff5ac1897d9	0.8	I bought my girlfriend new gloves for Christmas. They are leather and look nice. She loved them and tried them on. Unfortunately they didn't fit.	I took them back to the store and got a different size.	My girlfriend just completed a degree in Soil Management.	1	1	1	1	1	1	1	1	1	1	0	0	55	57	0	12	9	1
b16b9ccd-ecdc-44c8-9c7f-bd2827aee2c3	0.8	Jake was at the grocery store. He was trying to pick melons. Someone noticed he was confused. She went over and tried to explain which were best.	Jake finally chose a melon that he thought was ripe.	Jake wore a cowboy hat.	1	1	0	1	1	1	1	1	0	1	1	1	52	23	1	10	5	1
8b867eaa-b5c7-424a-8966-92620678453d	0.8	Amy and Abby were identical twins. When they were 8, they decided to play a trick on their mom. They started responding to each other's names. They wore each other's clothes.	Their mom could still tell them apart, though.	The mother put them up for adoption.	1	0	1	1	1	0	1	1	1	1	1	1	46	36	1	8	7	1
7c26b026-1e00-4cf7-a823-0fad7212a8c1	0.8	Lulu and Jill had been friends for Years. However this summer they had a disagreement. The fight ruined their friendship. Lulu was not sure they could be friends again.	Jill reached out, however, and they repaired their relationship.	Jill never spoke to Leonard again.	1	1	1	0	1	1	1	1	1	1	0	1	64	34	1	9	6	1
6cdcabcc-d50d-4943-b6dc-b098e9f40267	0.8	Gayle lived by a pond where a lot of geese lived. Sometimes she would go to visit the geese, but they scared her. One day, she brought some pieces of bread to feed them. The geese came up to her to eat the bread.	Gayle had fun feeding the geese.	Gayle did not like feeding the farm animals.	1	1	1	0	1	1	1	1	1	1	0	1	32	44	0	6	8	0
e90a2d81-63ed-4051-a8f3-92c47a94204f	0.8	Little Richie was tired of being picked on. He wanted it to change for the better. Little Richie starts taking Karate to defend himself. He showed off his new skills in friend of his bully.	Little Richie no longer has to be afraid of being bullied.	Little Richie felt guilty.	1	1	1	1	1	1	1	1	1	0	1	0	58	26	1	11	4	1
82a5c676-b395-4614-abdf-22e80515549b	0.8	I have never been to the airport. I had to take a trip to California to see my family. Unfortunately I didn't know what to do with my belongings. The airport staff had to explain everything to me.	I was a little embarrassed by my inexperience with air travel.	I always take a small carry-on with me when I fly.	1	1	1	1	1	1	1	1	1	1	0	0	62	50	1	11	11	0
3b1027c5-b9f8-4aca-b741-5288076d0a5a	0.8	Ed made beef jerky for a living. He ran the business out of his garage. One day he woke up and noticed his garage jarred open. He looked inside and noticed everything in disarray.	Ed was shocked called the police for an investigation.	Ed was delighted to see this.	1	1	1	0	1	1	1	1	1	1	1	0	54	29	1	9	6	1
5ae359e2-3f28-438e-af07-40743cdb34a3	0.8	Eliza was excited to buy her first pair of true religion jeans. The jeans cost 300 dollars and Eliza was excited to finally get them. All the girls at school had them and Eliza wanted to just fit in. She walked into the store and found the perfect pair.	She paid for them and was excited.	It was the cheapest pair of jeans she ever bought.	1	1	1	1	1	1	0	0	1	1	1	1	34	50	0	7	10	0
